"kind","phase","reported_source_commit","source_state","batch","run","warmup","repeats","status","stage","harness_wall_seconds","mean_end_to_end_seconds","cg_invocation_count","iteration_observation_count","iteration_observation_sum","mean_iteration_observation","iteration_observation_semantics","max_iterations","max_forward_relative_residual","max_adjoint_relative_residual","max_instrumented_solve_first_final_relative_residual","max_repeat_relative_residual","max_operator_repeat_abs_difference","bitwise_variable_solve_count","max_deactivation_over_requested_threshold","error"
"run","instrumented_margin_0p99","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical diagnostic instrumentation with predeclared 0.99 factor; receipt did not record dirty diff","8","8","0","1","ok","complete","20.568351346999407","16.08447702601552","8","8","1223","152.875","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162",,,"9.8812179203378E-06","9.88694773695897E-06","1.9073486328125E-06","8","0.988022923469544",
"run","instrumented_margin_0p99","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical diagnostic instrumentation with predeclared 0.99 factor; receipt did not record dirty diff","8","9","0","1","ok","complete","20.893739603459835","16.253835417330265","8","8","1223","152.875","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162",,,"9.89369800663553E-06","9.89406453300035E-06","1.9073486328125E-06","8","0.989356160163879",
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","4","1","1","2","ok","complete","28.74862092360854","8.514028342440724","8","8","1218","152.25","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","161","9.86589748208644E-06","9.87267594609875E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","4","2","1","2","ok","complete","28.008969340473413","8.250722847878933","8","8","1219","152.375","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162","9.89252112049144E-06","9.88566807791358E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","4","3","1","2","ok","complete","28.04822700470686","8.28319002315402","8","8","1220","152.5","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162","9.88363171927631E-06","9.84198959486093E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","4","4","1","2","ok","complete","28.080480229109526","8.275869177654386","8","8","1219","152.375","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","161","9.89377167570638E-06","9.86601480690297E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","4","5","1","2","ok","complete","28.579119592905045","8.442735634744167","8","8","1218","152.25","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","161","9.83880181593122E-06","9.78689513431164E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","8","1","1","2","ok","complete","52.07458582893014","15.78862014040351","8","8","1221","152.625","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162","9.8729078672477E-06","9.88342617347371E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","8","2","1","2","ok","complete","52.47712790966034","15.876874139532447","8","8","1223","152.875","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162","9.87980729405535E-06","9.89255840977421E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","8","3","1","2","ok","complete","52.78791946917772","15.959604466333985","8","8","1222","152.75","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162","9.89338423096342E-06","9.89986438071355E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","8","4","1","2","ok","complete","52.074707854539156","15.741642985492945","8","8","1222","152.75","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162","9.89898580883164E-06","9.89252202998614E-06",,,,,,
"run","production_margin_0p99_exact","02019feb41dea28a0bf3328ecd2ff07c0b8cfdb0","historical uncommitted 0.99 headroom patch atop reported HEAD; superseded for production provenance by clean-commit postfix rerun","8","5","1","2","ok","complete","51.734472934156656","15.611796777695417","8","8","1224","153","one observation per CG invocation; the scalar is the maximum loop count reached across that invocation's batch/RHS columns","162","9.89286399999401E-06","9.89208547252929E-06",,,,,,
